Bank Ticker,BAC,BAC,BAC,BAC,BAC,MS,MS,MS,MS,MS,C,C,C,C,C,WFC,WFC,WFC,WFC,WFC,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM
Stock Info,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-21,31.8028,32.1918,31.4434,31.6506,45537717.965207,37.7132,37.8741,37.0118,37.2904,14897301.95266,205.208,207.694,200.519,207.127,8127180.8445378,21.4986,21.5479,20.9124,21.0674,33856055.020202,147.535,149.299,146.496,148.221,9518714.4696462,32.6535,32.7909,32.1543,32.6112,32612611.23369
2008-04-22,31.6605,31.7469,30.8866,31.1399,50066845.653311,37.2825,37.6033,36.5035,37.2825,15956167.177948,207.039,209.535,203.828,207.871,7334092.3041711,21.0072,21.2953,20.8365,21.1453,31620335.994019,147.721,148.996,146.672,147.702,7454360.5100765,32.4147,33.0209,32.2624,32.9138,32876451.728972
2008-04-23,31.4169,31.4169,30.7137,31.0211,35919287.751458,37.1902,38.0703,37.0656,37.4306,13992938.938687,207.215,209.77,202.565,203.828,8306004.7602061,21.0072,21.3308,20.57,20.8137,34091574.724436,147.721,150.494,146.242,147.349,9054346.9161961,32.4147,33.1947,32.2241,32.5513,32262588.556937
2008-04-24,31.1479,32.1407,31.0448,31.8696,47214677.390979,37.7662,40.1758,37.7367,39.8088,22071800.97047,204.406,216.554,204.318,213.196,10332796.687557,20.8453,21.6901,20.7023,21.4828,40260539.592221,148.172,155.602,147.359,155.121,16051364.08791,32.7123,34.132,32.6888,33.8658,52388568.278122
2008-04-25,32.2084,32.5532,31.5937,32.232,41192485.013086,40.3514,40.7232,39.2486,40.0109,18405804.06517,216.828,220.518,213.578,220.127,11768799.149488,21.6358,22.1638,21.2736,22.0157,35856421.547735,156.306,158.149,154.778,157.766,14839202.310372,34.0956,34.5122,33.5533,34.4582,33657395.491803
2008-04-28,32.3007,32.4598,31.8607,32.1309,28807035.189652,40.269,40.3612,39.4046,39.4291,10294329.418658,220.929,226.343,215.242,221.86,9068700.2222935,21.9515,22.0789,21.6743,21.8342,23929834.773976,158.149,158.159,156.012,156.286,7609944.22131,34.3688,34.6733,33.7498,34.1762,37691179.423397
2008-04-29,32.0406,32.3459,31.7223,31.8607,33574169.339122,39.3016,39.5391,38.2195,38.6756,14520003.273724,221.772,224.904,217.279,217.806,6924213.7757603,21.8342,21.8983,21.4,21.5055,26909369.356891,156.296,158.296,154.68,157.689,8674738.2928281,34.132,34.4198,33.6093,33.9444,28764262.15592
2008-04-30,31.9904,32.3537,31.4955,31.5937,40097939.194324,38.7552,39.1888,38.087,38.3931,19312951.729207,211.101,214.166,208.968,208.968,17990242.45526,21.5154,22.0157,21.2805,21.5055,29862515.858681,158.874,160.168,155.963,157.218,12595335.983551,34.0672,35.0673,33.6938,34.355,50188506.732036
2008-05-01,31.6939,33.2346,31.6094,33.1522,49339096.458844,38.6011,40.2876,38.1331,39.7597,15813753.528037,208.811,216.828,208.116,215.076,10210714.622286,21.4236,22.8643,21.4088,22.4559,53254537.421214,157.561,163.657,156.777,163.451,11541062.929141,34.3756,35.6744,34.3756,35.6656,44000249.693379
2008-05-02,33.7463,34.2118,33.1522,33.487,52702762.528726,40.4858,40.6202,39.073,39.7431,17232889.48059,221.938,223.407,217.141,218.404,9352733.3048076,22.8782,23.3173,22.2684,22.4095,36057592.158352,167.086,167.086,162.677,164.539,11485635.505002,35.978,36.0134,34.6282,35.082,38754402.42789
2008-05-05,33.1599,33.267,32.6523,32.7948,38931465.380633,39.3644,39.8225,38.3293,38.4892,14392023.529213,218.492,218.796,212.766,213.108,7613029.9082482,22.3976,22.592,22.0661,22.4153,25869320.228631,163.167,165.244,161.157,161.961,7766564.6266936,34.8384,35.0673,34.4975,34.6056,26735273.293553
2008-05-06,32.5355,33.1914,32.0739,32.9803,42300856.362918,38.0703,39.0916,37.462,38.7472,13279591.503246,211.003,216.388,207.303,214.096,9564284.534567,22.0413,22.7361,21.9585,22.5042,29406093.258283,159.864,163.705,158.659,162.373,9139090.5407542,34.132,35.1115,34.0672,34.751,35286740.430599
2008-05-07,32.5355,33.1766,32.4775,32.5011,17734644.227972,38.9219,39.1014,37.1608,37.2992,14117990.315837,211.003,216.388,209.966,210.436,3924796.3522888,22.0413,22.4983,21.6901,21.7157,16376544.482209,162.363,163.01,159.021,159.305,4092330.7703755,34.7657,34.917,33.9817,34.0239,19211347.667519
2008-05-08,32.1594,32.2398,31.3236,31.4169,42776584.160164,37.5543,37.5543,35.8423,36.7194,16091983.082669,204.973,205.208,198.601,201.087,9541497.8982366,21.6407,21.6693,20.9272,21.1453,33667646.755732,156.708,157.227,152.22,154.219,12008202.823148,33.8726,33.8864,32.6672,33.2026,36208009.007942
2008-05-09,31.3138,31.5318,30.7423,30.8424,51156472.039165,36.4986,37.5297,36.0149,36.3073,13681532.092849,201.997,203.984,194.813,195.517,10394666.705908,21.0526,21.5539,20.871,21.1069,22310060.581462,152.838,156.081,152.581,154.551,7871806.4291854,32.9825,33.8363,32.8195,33.5769,30126763.877832
2008-05-12,30.9877,31.6261,30.9397,31.5112,31735902.207248,36.6625,38.0193,36.3877,37.6435,13396792.450385,196.271,199.364,193.305,195.615,8314633.7711038,21.2331,21.5223,21.1513,21.4168,18762250.969954,155.639,158.316,153.886,157.836,6857325.696098,33.7577,34.0956,33.5347,33.9218,28149683.420059
2008-05-13,31.526,31.6428,30.7137,30.8139,42149443.529424,37.6121,37.8505,36.6693,36.8224,11297436.409287,196.105,197.582,189.673,190.564,8098626.5515805,21.4384,21.5608,20.7999,20.8503,37828284.083491,157.061,158.57,155.316,156.375,7030473.0061553,33.9149,34.0583,32.6043,32.7909,38121576.305533
2008-05-14,30.922,31.1399,30.7137,30.972,34151061.694789,37.0186,37.7456,36.5457,37.1,13266242.102849,192.061,193.207,189.761,192.424,7773038.9638819,20.9628,21.1789,20.7023,20.8069,35892873.37823,156.59,158.149,155.562,156.209,6124100.2899962,33.1682,33.4315,32.6613,33.1014,33479210.938309
2008-05-15,31.0368,31.0448,30.3897,30.8954,55656078.038291,37.206,37.7535,36.79,37.6926,10958825.203932,192.728,196.447,190.32,196.359,8551181.2442222,20.8592,21.3032,20.6618,21.3032,38768088.904496,155.924,155.943,152.268,154.973,9755752.1381741,33.2026,33.9149,32.8617,33.8982,37848836.55772
2008-05-16,30.9583,30.9877,30.3318,30.4388,38174819.736643,37.7132,37.8437,36.8616,37.2992,8218011.9739702,197.025,197.025,191.014,191.328,7978873.6143844,21.3308,21.3388,20.5908,20.8365,35949688.822021,155.729,155.777,152.818,153.729,7478616.7043042,34.1173,34.1173,33.2026,33.5465,28948241.45317
2008-05-19,30.4801,30.9033,30.0028,30.3818,44898295.554234,37.3718,37.7201,36.3131,36.4986,11585383.699537,192.149,194.725,189.252,190.231,7123579.9881186,20.871,21.1867,20.4388,20.495,39700490.064951,152.562,155.542,150.701,151.494,8531215.3344034,33.5622,34.0436,33.0709,33.1584,26910502.965415
2008-05-20,30.1599,30.2562,29.6827,29.7828,43412666.529751,36.2141,36.2691,34.9867,35.391,16438589.454606,188.665,189.066,182.107,182.968,10839928.571653,20.3599,20.942,19.9721,20.1882,43717178.586119,150.603,151.916,148.888,149.927,8385788.3688093,32.9207,32.9207,31.3615,31.5059,67955503.576123
2008-05-21,29.7927,29.9193,29.0336,29.1445,52629646.171513,35.391,35.4558,33.6064,33.879,25451644.503571,183.124,184.367,173.854,174.255,13692937.82159,20.1151,20.4329,19.7698,19.9355,45658516.475961,150.014,150.877,146.252,146.752,11035195.978273,31.5815,31.7613,30.5166,30.5854,56325565.840565
2008-05-22,29.2417,29.7396,29.0256,29.227,47921303.87859,33.3954,34.4756,33.3777,33.931,19231254.05111,175.851,181.127,174.891,179.707,11079918.659513,19.9721,20.4694,19.825,20.0875,36433916.190847,144.772,147.839,143.761,145.555,10569769.282571,30.5707,31.5275,30.3525,31.0343,40060657.575898
2008-05-23,29.1033,29.1367,28.5287,28.5534,50415227.244545,33.7025,33.8026,32.8077,33.0461,13915996.162694,179.982,180.324,174.431,174.793,7920952.8982859,20.0253,20.1023,19.7578,19.9197,33237584.875544,144.615,145.026,140.684,141.851,9914243.8989428,30.8025,30.9303,30.3663,30.5127,29738090.575763
2008-05-27,28.6318,28.9098,28.3716,28.7586,45119034.612612,32.6743,33.5681,32.483,33.3689,13324005.244783,175.763,180.236,175.45,179.208,8301867.4932314,19.8911,20.1654,19.5389,19.8349,38201645.03038,141.117,143.537,140.322,142.88,10248740.000891,30.5707,31.2898,30.4969,31.0098,39470428.367552
2008-05-28,28.9854,29.0169,27.9827,28.5062,55400605.604405,33.6682,33.7878,32.9903,33.7878,15344469.662551,182.39,182.782,174.793,178.768,8502460.5840186,19.9425,20.0569,19.1649,19.7698,55183753.412961,143.575,144.555,141.468,143.644,8810230.9530628,31.2829,31.3105,30.2121,30.9007,43951714.515698
2008-05-29,28.4266,29.2614,28.3363,29.12,45121149.632722,33.6603,34.9867,33.5592,34.5845,12715280.944699,178.181,184.142,178.083,182.39,8779101.7495378,19.6908,20.2444,19.6119,20.1348,35050161.292582,143.361,147.476,142.958,144.811,9439181.8657813,30.7789,31.7683,30.4901,31.4126,31607980.997438
2008-05-30,29.2879,29.3458,28.5995,28.6231,37978586.195331,34.9024,35.1604,34.5777,34.9397,11990578.82342,184.309,185.542,180.893,181.127,6466154.9857211,20.3599,20.3599,19.7894,19.8428,26971888.031117,146.065,146.936,144.497,144.947,6934522.6770203,31.6926,31.7171,30.9086,31.0049,29669114.498008
2008-06-02,28.4806,28.5621,27.9415,28.2577,47272341.983558,34.9181,35.1879,33.417,34.0498,19624078.27535,179.531,180.893,173.776,177.603,7579998.1730315,19.7698,19.8191,19.2221,19.5112,32207156.655202,145.408,145.987,140.322,141.586,11985404.735161,30.7357,30.8349,30.0352,30.3889,42470146.230346
2008-06-03,28.4453,28.5534,27.6891,28.0318,56977291.488893,34.3235,34.7199,32.8411,33.6936,20293435.986247,179.1,180.06,174.05,177.251,8704187.592421,19.6197,19.752,19.1371,19.2754,42190055.54065,142.419,142.664,137.676,140.126,16051005.938651,30.664,30.7789,29.6953,30.2023,39533268.714521
2008-06-04,27.1922,27.4378,26.771,26.9222,72638527.634742,33.9694,34.8945,33.8026,34.2549,19517877.307526,176.683,180.706,172.425,174.431,11014160.631753,19.151,19.4293,18.857,19.1707,46534108.27283,139.676,144.242,139.302,141.391,13117421.68788,30.0981,30.5323,29.6766,30.0136,42703828.204152
2008-06-05,27.0479,27.2482,26.5598,26.9222,61993348.332552,34.3814,35.3988,34.1822,35.2252,17149781.130572,176.203,179.208,172.944,175.606,10611245.991976,19.301,19.7698,19.151,19.5773,36610601.823887,142.331,145.771,142.321,145.104,11832457.655507,30.2121,30.5127,29.8485,30.3525,38495364.251429
2008-06-06,26.6365,26.6708,25.5739,25.6721,83380940.836892,34.8867,34.9711,32.1278,32.2378,30717328.078241,174.128,174.128,165.504,166.003,13797699.550674,19.2862,19.301,18.2224,18.2975,80192873.878678,143.821,143.821,139.204,139.204,12851844.319178,30.1315,30.1315,28.8032,28.9025,55323828.395768
2008-06-09,25.9048,25.9657,24.691,24.9169,82562185.697684,32.3418,32.5948,30.5944,31.1193,28389262.774861,166.796,167.99,160.531,162.195,13326618.074365,18.5106,18.6191,17.8633,18.1849,55312094.33839,140.361,141.881,134.216,136.166,15779451.252694,29.0705,29.0783,26.2597,27.0456,103380289.80644
2008-06-10,24.6989,25.6976,24.6743,24.9257,73564254.727502,30.77,31.4891,30.1941,30.9917,27867327.414612,161.382,169.948,161.304,167.677,11937729.378576,18.0132,19.0622,17.8563,18.6477,60496685.483637,134.54,139.204,134.089,137.362,13406183.86414,26.855,28.2855,26.7912,27.6066,75466993.863236
2008-06-11,25.291,25.4011,24.2628,24.2796,81412867.273399,30.9672,31.2193,29.1502,29.3337,31702164.625096,168.754,169.341,157.878,158.964,13153586.332461,18.7365,18.8273,18.3497,18.3892,66728509.517019,137.195,137.402,132.451,133.412,20044746.687208,27.755,27.9387,26.7254,26.7696,70690367.143393
2008-06-12,24.4583,25.2822,24.4053,24.7764,72637872.864434,29.8301,31.6707,29.8065,30.3197,31743911.952077,161.206,167.432,160.961,164.573,11850125.559642,18.5194,19.3079,18.4188,18.7287,56553474.18928,134.109,139.42,134.109,137.029,14322265.384272,27.1872,27.9387,27.1282,27.4052,73853703.81523
2008-06-13,24.7764,25.1624,24.4396,25.0642,61155026.456988,30.7534,32.43,30.4522,32.4222,32372953.393347,167.159,169.645,164.662,169.497,8229370.3172657,18.925,19.1441,18.2007,18.7711,44953924.308938,139.224,146.722,139.185,146.496,17457490.728705,27.6774,28.5409,27.253,28.536,56125132.646806
2008-06-16,24.9679,25.8871,24.7863,25.5179,53692968.713139,32.8009,34.0734,32.6007,33.4111,22946348.251037,168.92,177.838,168.675,172.347,8939682.8717163,18.7365,19.4145,18.4395,18.9872,46084595.823168,146.015,151.798,145.114,149.613,19910952.940124,28.4662,29.3092,28.1922,28.7974,48308348.020352
2008-06-17,25.8537,25.9961,24.5467,24.6075,52911762.563596,34.0498,34.3304,31.3949,32.065,32914218.220584,175.45,176.604,168.489,169.341,8560239.3050284,19.2457,19.5773,18.1849,18.2807,56527466.120845,152.034,152.728,147.163,147.417,29724131.403854,29.0646,29.3789,28.0802,28.147,45091122.165537
2008-06-18,24.2796,24.364,23.5656,23.876,86768636.875265,29.9263,32.9421,29.5593,32.1465,52620992.040945,166.58,171.564,164.016,168.832,10356724.392334,17.9935,18.6023,17.8267,18.3033,58651937.699034,145.163,152.298,144.242,150.191,19743972.735817,27.7776,28.2992,27.3472,27.9308,49256946.453635
2008-06-19,23.9516,23.9594,22.7063,23.6796,124106327.17185,32.0964,32.1376,30.4874,31.7491,34493140.288527,169.497,171.416,160.599,166.884,18336949.51393,18.3299,18.4938,17.6816,18.4464,65347777.493023,150.906,153.612,148.789,153.562,12888076.575649,27.9672,28.1391,26.5466,27.865,83141876.991869
2008-06-20,22.9872,23.6471,22.6798,22.8075,106815578.51742,31.3861,31.5097,30.4208,30.5581,30251765.573438,163.341,164.76,157.242,159.709,18314091.369282,17.6758,18.2807,17.274,17.6304,87048296.707968,152.71,153.375,150.24,150.965,13791961.633995,27.1724,28.253,26.6408,27.2962,76792609.949412
2008-06-23,22.8743,22.943,21.74,21.7804,82844467.055227,30.723,30.723,29.5083,29.5937,21971761.499585,160.531,161.304,152.592,153.483,10650970.905765,17.727,17.8395,17.1853,17.4587,51172394.189743,151.67,151.67,145.418,146.752,12003124.450329,27.3924,27.3924,26.3216,26.5858,52342259.185913
2008-06-24,21.8568,22.5915,21.5024,22.4048,88817464.08573,29.6251,31.0084,28.9628,30.3619,27281280.888785,153.483,159.376,151.701,155.969,11253142.452329,17.4281,18.4878,17.2011,18.1366,69478541.769958,145.918,151.67,145.673,149.514,15413006.400221,26.5378,27.586,26.135,27.194,60368847.533268
2008-06-25,22.6297,23.5136,22.179,22.3951,86204713.655909,30.8024,31.2037,29.9803,30.1617,29880735.41496,158.329,163.341,155.147,155.969,14534100.382656,18.2579,19.1017,18.1504,18.2807,58348332.894705,150.436,153.64,150.436,150.867,13192281.005124,27.3552,28.3513,27.0378,27.3335,58694205.266762
2008-06-26,21.7804,21.7804,20.812,20.8777,114228109.96466,29.6251,30.1617,28.9824,29.0952,27799123.873483,149.449,150.38,145.064,146.219,20938634.607591,17.8395,18.2165,17.3244,17.3244,82157308.433074,147.065,148.29,143.918,144.829,16557188.183312,26.7912,27.0958,26.1035,26.186,63394314.497205
2008-06-27,21.0389,21.411,20.4065,20.6922,98569632.407866,29.1914,29.6251,28.4949,29.0011,32765782.713945,147.394,148.109,139.925,142.724,15224998.428746,17.4458,17.6964,16.9988,17.2948,66398791.254069,145.418,146.486,141.547,143.418,15369410.146033,26.2774,26.5976,24.6583,25.2704,95682731.549279
2008-06-30,20.8209,21.0713,18.8863,20.0893,94382541.250666,28.8284,29.6957,28.2191,28.4949,23413990.069944,142.245,146.699,137.223,138.672,15061843.007117,17.3491,17.5129,16.8853,17.0925,58729593.038688,144.242,146.466,142.38,143.694,11406241.67122,25.1446,25.5936,24.4854,24.7359,70423071.991461
2008-07-01,19.6159,20.3937,19.0778,20.0391,125761148.64039,28.0416,29.1669,27.5422,28.9138,31412397.935006,137.135,143.968,134.473,141.765,16710683.848533,16.9178,17.4281,16.5804,17.357,80796204.317807,141.586,145.458,139.881,144.045,16967263.982494,24.2909,24.7595,23.3114,24.5267,103496799.47608
2008-07-02,20.2406,20.4418,18.9688,18.9688,90370917.334777,28.8962,29.2444,28.2447,28.3349,22557190.346812,142.901,145.466,138.926,139.357,10786596.64648,17.4281,17.8326,16.9474,16.9771,47296229.294131,145.251,150.093,143.918,146.899,19786724.125088,24.7742,25.7764,24.677,24.9501,71776699.907635
2008-07-03,19.1475,19.2535,18.2774,18.853,55430724.020289,28.4615,28.8648,28.0593,28.3703,11737634.339846,140.346,141.677,137.135,139.2,7013367.282102,17.2011,17.5741,16.8122,17.2149,39402951.276506,148.133,149.857,146.466,146.956,7533680.8773437,25.3401,26.021,24.8656,25.46,45854010.919628
2008-07-07,19.0296,19.3135,17.7569,18.1203,116542179.23007,28.4537,28.8284,26.9222,27.7051,29006971.954269,141.1,143.419,130.773,135.725,13941364.869436,17.4162,17.6304,16.1945,16.9238,80766636.2905,148.456,149.446,137.529,139.528,20705155.55332,25.5936,25.9198,24.1966,24.5404,67800541.76614
2008-07-08,18.1724,19.9203,17.7717,19.8104,124721726.74248,27.9317,28.9628,26.9447,28.8284,34036861.309631,136.568,144.056,133.317,143.91,12736840.962419,17.0501,17.8326,16.4758,17.7566,84995710.356763,140.773,144.615,137.019,143.694,20435917.103307,24.7281,25.9895,24.0954,25.7891,86388512.214568
2008-07-09,19.8545,20.1992,18.4051,18.5662,115180889.35604,28.8206,29.0246,26.3865,26.8535,33096544.508562,144.497,146.768,135.539,136.049,12199832.903029,17.7981,18.1148,16.9544,17.0649,73157163.909425,144.497,145.8,137.617,138.852,15410825.873255,25.7184,26.4886,24.5797,24.7153,70627269.274876
2008-07-10,18.1959,19.5236,17.9092,18.8176,131401796.27831,26.6377,27.5236,25.889,26.4729,36795461.84862,133.249,139.269,132.808,134.727,12486070.484834,16.7906,17.3797,16.4816,16.9919,84771837.281422,137.626,142.39,136.598,139.822,17167765.32481,24.5119,25.8127,24.1897,24.8794,63534664.75851
2008-07-11,17.9356,18.9118,17.5418,18.2371,158849417.31231,25.945,27.1743,25.58,26.4169,40426172.589734,131.242,139.769,130.342,133.983,16462131.150356,16.3435,17.1123,15.9143,16.5527,114407284.91808,136.686,137.911,130.207,133.482,29883406.807445,24.0659,24.8381,23.1355,23.9057,98863913.54828
2008-07-14,19.2458,19.3056,16.8741,16.9586,122126302.77735,27.1164,27.4058,24.9561,25.0817,30051378.811639,138.672,140.522,125.359,125.946,14331144.452729,17.1695,17.2652,15.4545,15.5245,78389649.82726,137.95,138.019,130.277,130.364,19406770.617249,24.6505,24.7674,22.8408,22.8487,69837113.772893
2008-07-15,16.4529,17.0597,15.5199,15.5867,221139941.75403,24.8217,25.74,23.3833,24.494,45767538.101405,124.038,130.773,115.941,120.494,22850957.040904,15.1219,16.4224,14.7242,14.7626,170305203.77771,129.003,134.431,125.082,129.65,31146704.34023,22.1551,23.6661,21.0852,22.3673,123005755.53352
2008-07-16,16.3516,19.2899,16.0227,19.0778,227047704.11035,25.475,27.7374,24.5067,27.6894,42816302.361281,125.192,136.891,120.66,136.293,19193441.415297,17.0925,19.6602,16.6959,19.5961,286492366.79433,132.451,142.36,130.776,142.047,23570513.900893,23.2957,25.9129,22.7121,25.9129,110834764.00861
2008-07-17,20.1905,22.3037,20.0294,22.3037,224350972.00575,28.5194,31.7158,28.4252,30.2706,68010153.706185,142.5,152.866,141.1,148.725,23635083.54592,19.4076,20.6727,18.3813,20.0253,160067790.63378,144.301,151.543,143.654,148.878,29046885.441119,27.5438,29.5519,27.253,29.4153,182926001.54877
2008-07-18,23.1109,23.5568,21.5436,23.1355,187495505.27593,31.1575,31.4195,29.2758,30.4708,26937505.034134,165.278,169.497,156.566,160.12,25789860.039425,20.2118,20.3737,19.0355,20.05,99536763.150105,150.191,150.73,146.3,150.23,14267387.938625,29.7041,29.7906,28.2619,28.8543,90722165.229184
2008-07-21,25.51,26.005,23.7335,24.034,194502322.50688,30.6504,30.927,28.4399,28.8058,28275145.124371,165.2,168.832,161.382,162.929,14133171.631026,20.2246,20.5858,19.6464,19.8191,98073321.111007,151.288,151.71,147.093,148.525,10757082.365153,29.0469,29.5234,27.6478,27.865,57331905.083451
2008-07-22,23.44,28.1429,22.892,27.2256,165889708.2751,28.3095,30.7454,27.9641,30.5522,24051881.846684,157.242,173.687,155.568,172.856,16766717.766581,19.6276,22.0295,19.1649,21.8983,140192906.08524,146.633,154.513,145.634,154.513,13390446.724497,27.4976,29.5911,27.1164,29.4615,69399999.955213
2008-07-23,27.0076,28.8322,26.7209,28.1429,189516373.89605,30.7092,31.8767,29.9351,30.8966,26259312.276841,170.809,183.79,169.645,174.793,18915265.885582,21.6743,23.0074,21.4907,21.9141,169798019.58901,154.454,156.139,151.74,154.346,12010624.157024,29.4968,31.0049,28.3847,30.2533,82262951.878476
2008-07-24,28.2764,28.6162,25.6524,25.785,143336310.98365,30.927,31.2291,28.9824,29.4181,22012403.936131,174.793,176.683,157.712,157.712,14202499.966953,22.0295,22.1726,20.871,20.9776,98049656.960838,153.787,154.875,147.711,148.094,10745034.877132,30.3251,30.4852,28.147,28.2196,65807347.381016
2008-07-25,25.7535,26.166,24.4141,24.8933,106567584.51766,29.475,29.6663,28.3869,29.0306,19438070.378283,158.964,163.253,153.405,155.969,12347559.894258,21.1069,21.5963,20.5168,20.9342,77152115.704781,148.505,149.8,144.742,146.78,4547077.2715214,28.2384,29.1579,27.7422,28.4958,48781944.396565
2008-07-28,24.691,25.7448,23.5136,23.6147,87043779.912649,28.9216,29.6251,27.3332,27.6178,23628565.092683,155.744,157.8,142.568,144.222,14664124.97897,20.871,21.3556,20.0085,20.1023,64809716.006623,147.016,149.79,141.488,142.066,11275358.014407,28.4722,29.3092,26.971,27.1538,57789407.889746
2008-07-29,23.6982,27.1177,23.3948,27.1177,129664152.98474,28.1849,28.955,26.8201,28.8343,31647878.218656,140.346,153.972,136.724,152.68,17791487.128247,20.273,21.922,19.9563,21.922,86566109.247256,143.478,149.417,142.429,149.191,13465327.469474,27.3552,29.3789,26.807,29.3789,69945227.01865
2008-07-30,28.0908,29.0336,26.9222,28.2861,141878137.5067,29.3337,31.1644,29.268,30.4963,32372376.485611,156.831,162.371,149.186,155.656,12840923.362482,22.3078,22.669,21.4986,22.4559,91357205.866669,151.151,153.484,148.642,152.955,11832770.908561,29.8682,30.3339,28.8199,29.9713,66414127.183685
2008-07-31,27.4211,28.4806,27.0332,27.6891,78753933.643268,30.1009,31.7913,29.9429,31.1889,21817472.316038,152.249,159.141,148.461,154.619,10267407.438408,22.1025,22.4835,21.5963,21.7848,66843018.993935,150.407,152.876,149.897,151.19,7378454.2950005,29.2787,30.2533,29.0547,29.2945,51862615.633756
2008-08-01,27.9415,28.1939,26.8711,28.0505,69738462.364277,31.3381,32.9667,30.927,32.4752,24749652.77324,156.204,157.8,149.783,156.136,10164726.60138,21.7848,22.0513,21.3812,21.9515,56165559.263087,151.994,152.818,146.78,149.534,9122948.3149136,29.712,30.103,28.6755,29.3848,42682021.320217
2008-08-04,27.4378,28.2764,26.6796,27.4525,70188257.998731,32.0415,33.5828,31.6785,32.7695,23080933.894913,153.317,159.895,148.862,155.833,10485468.989755,21.6615,22.146,21.1867,21.7216,64772805.120798,147.613,148.377,144.772,146.124,9188999.8133546,28.5792,29.4831,28.0566,28.9428,38461101.67114
2008-08-05,27.917,28.784,27.8159,28.2577,88247498.242718,33.1079,34.5561,32.8254,34.1273,25338871.272346,160.286,165.651,158.064,164.858,11173669.129161,22.0009,22.8051,21.765,22.6986,63643649.603855,146.956,148.574,144.192,148.515,10676872.236765,29.7041,30.2818,28.9909,30.2023,49602001.916348
2008-08-06,27.7461,28.5995,27.1177,28.1526,66063473.887976,33.889,34.3628,33.4111,34.1136,16430871.529905,162.528,167.432,159.288,162.978,8141912.5796099,22.1174,22.2881,21.6615,21.8124,58634266.602313,147.065,148.623,145.82,147.526,7097063.2590364,29.8151,30.4783,29.0862,29.8437,45782035.173886
2008-08-07,27.5713,28.2273,26.2161,26.5274,92481340.814587,33.471,34.4442,33.3866,33.7025,27760599.483362,159.533,162.842,151.701,152.866,12183401.313081,21.5677,22.0513,20.5484,20.8759,79910450.474951,145.595,146.672,140.616,141.577,10728751.840472,29.3318,29.9586,28.4662,28.703,59168340.097118
2008-08-08,26.0629,27.5625,25.896,27.1421,72674070.562964,33.6848,36.1493,33.6544,35.5784,29212402.07204,153.111,162.782,152.161,160.472,9920773.9311508,20.8759,21.9585,20.6618,21.7157,63716939.357738,141.948,146.623,141.331,144.575,8075046.4399058,28.4888,30.0264,28.4063,29.6098,51558742.243349
2008-08-11,27.0823,28.5995,26.9478,28.0908,74900918.924434,35.3664,36.7959,35.0054,35.8589,21036204.696977,159.21,169.645,158.964,164.016,8957737.7004844,21.7364,23.0804,21.7364,22.7499,76804297.690797,144.929,150.494,143.821,146.242,10371502.546739,29.4065,30.8929,29.1039,30.2023,47965073.833166
2008-08-12,27.7382,27.7697,25.9578,26.2014,70265914.979281,34.9789,35.0368,32.6341,33.575,29325228.305388,162.929,163.066,151.819,153.405,10028219.265258,22.3078,22.6848,21.6535,21.8657,75475360.889627,142.39,142.527,136.862,137.45,16525730.22992,29.5519,29.5656,26.692,27.3404,90315261.844438
2008-08-13,25.6524,25.7919,23.9869,24.2884,116563207.23453,33.2895,33.4386,30.8181,31.7158,37335058.128216,152.347,152.426,144.222,147.394,11284263.893904,21.6901,21.8282,20.871,21.0802,74280843.190177,137.195,139.185,133.412,135.49,15080877.552632,27.137,27.1448,26.0632,26.6104,67333596.163809
2008-08-14,24.3552,25.6622,24.0949,25.4011,76855096.693792,31.6569,32.3662,31.2743,32.1052,18817507.238342,146.699,152.68,146.522,149.617,7740792.7986168,20.9993,21.9663,20.8365,21.7157,56881911.556126,135.225,138.754,134.834,136.882,10536972.606024,26.3825,27.7108,26.2597,27.2608,57050246.743544
2008-08-15,25.6721,26.5107,25.4648,25.837,65901854.580452,32.1544,32.693,31.8149,32.2946,13516127.752294,151.887,155.147,150.527,153.483,7834640.3152668,21.4552,21.9427,21.0526,21.4168,60597982.679384,137.539,137.754,133.373,134.059,10207098.772285,27.4338,27.9072,26.9444,27.4484,50822215.349182
2008-08-18,25.8459,25.9284,24.6586,24.6586,70541247.42145,32.3496,32.3496,31.0388,31.2743,16610403.994375,154.315,154.315,145.73,145.809,8985011.994548,21.4631,21.4986,20.5552,20.7249,53019640.93779,133.305,133.657,131.178,131.482,8679904.417318,27.3404,27.42,26.4248,26.4886,44586522.434313
2008-08-19,24.3729,24.4053,23.3515,23.6324,84712858.712816,30.8112,30.8112,29.5446,30.0842,22714286.604399,145.368,146.219,140.855,142.245,9464479.3534734,20.5098,20.5098,19.7046,20.0007,63119873.55446,130.198,132.903,128.886,129.826,10912388.536221,25.963,26.247,25.233,25.6526,57453054.212449
